,Field,Subfield,Year,Month,Price
11,龙泉驿,大面,2017,01,7407
0,龙泉驿,洪河镇,2017,12,12647
1,龙泉驿,洪河镇,2017,11,11484
2,龙泉驿,洪河镇,2017,10,10007
3,龙泉驿,洪河镇,2017,09,9461
4,龙泉驿,洪河镇,2017,08,8940
5,龙泉驿,洪河镇,2017,07,8085
6,龙泉驿,洪河镇,2017,06,8449
7,龙泉驿,洪河镇,2017,05,8536
8,龙泉驿,洪河镇,2017,04,8539
9,龙泉驿,洪河镇,2017,03,7948
10,龙泉驿,洪河镇,2017,02,7147
11,龙泉驿,洪河镇,2017,01,7156
0,龙泉驿,洪河镇,2017,12,12647
1,龙泉驿,洪河镇,2017,11,11484
2,龙泉驿,洪河镇,2017,10,10007
3,龙泉驿,洪河镇,2017,09,9461
4,龙泉驿,洪河镇,2017,08,8940
5,龙泉驿,洪河镇,2017,07,8085
6,龙泉驿,洪河镇,2017,06,8449
7,龙泉驿,洪河镇,2017,05,8536
8,龙泉驿,洪河镇,2017,04,8539
9,龙泉驿,洪河镇,2017,03,7948
10,龙泉驿,洪河镇,2017,02,7147
11,龙泉驿,洪河镇,2017,01,7156
0,龙泉驿,龙泉驿,2017,12,8795
1,龙泉驿,龙泉驿,2017,11,8284
2,龙泉驿,龙泉驿,2017,10,7618
3,龙泉驿,龙泉驿,2017,09,6936
4,龙泉驿,龙泉驿,2017,08,6403
5,龙泉驿,龙泉驿,2017,07,5643
6,龙泉驿,龙泉驿,2017,06,5722
7,龙泉驿,龙泉驿,2017,05,5538
8,龙泉驿,龙泉驿,2017,04,5441
9,龙泉驿,龙泉驿,2017,03,5307
10,龙泉驿,龙泉驿,2017,02,5170
11,龙泉驿,龙泉驿,2017,01,5223
0,龙泉驿,龙泉驿,2017,12,8795
1,龙泉驿,龙泉驿,2017,11,8284
2,龙泉驿,龙泉驿,2017,10,7618
3,龙泉驿,龙泉驿,2017,09,6936
4,龙泉驿,龙泉驿,2017,08,6403
5,龙泉驿,龙泉驿,2017,07,5643
6,龙泉驿,龙泉驿,2017,06,5722
7,龙泉驿,龙泉驿,2017,05,5538
8,龙泉驿,龙泉驿,2017,04,5441
9,龙泉驿,龙泉驿,2017,03,5307
10,龙泉驿,龙泉驿,2017,02,5170
11,龙泉驿,龙泉驿,2017,01,5223
0,龙泉驿,龙泉湖,2017,12,10416
1,龙泉驿,龙泉湖,2017,11,9564
2,龙泉驿,龙泉湖,2017,10,9778
3,龙泉驿,龙泉湖,2017,09,9736
4,龙泉驿,龙泉湖,2017,08,9035
5,龙泉驿,龙泉湖,2017,07,9080
6,龙泉驿,龙泉湖,2017,06,11071
7,龙泉驿,龙泉湖,2017,05,11257
8,龙泉驿,龙泉湖,2017,04,10176
9,龙泉驿,龙泉湖,2017,03,9046
10,龙泉驿,龙泉湖,2017,02,7438
11,龙泉驿,龙泉湖,2017,01,6637
0,龙泉驿,龙泉湖,2017,12,10416
1,龙泉驿,龙泉湖,2017,11,9564
2,龙泉驿,龙泉湖,2017,10,9778
3,龙泉驿,龙泉湖,2017,09,9736
4,龙泉驿,龙泉湖,2017,08,9035
5,龙泉驿,龙泉湖,2017,07,9080
6,龙泉驿,龙泉湖,2017,06,11071
7,龙泉驿,龙泉湖,2017,05,11257
8,龙泉驿,龙泉湖,2017,04,10176
9,龙泉驿,龙泉湖,2017,03,9046
10,龙泉驿,龙泉湖,2017,02,7438
11,龙泉驿,龙泉湖,2017,01,6637
0,龙泉驿,洛带,2017,12,7177
1,龙泉驿,洛带,2017,11,10081
2,龙泉驿,洛带,2017,10,8494
3,龙泉驿,洛带,2017,09,6153
4,龙泉驿,洛带,2017,08,6788
5,龙泉驿,洛带,2017,07,6152
6,龙泉驿,洛带,2017,06,9582
7,龙泉驿,洛带,2017,05,7007
8,龙泉驿,洛带,2017,04,6376
9,龙泉驿,洛带,2017,03,4749
10,龙泉驿,洛带,2017,02,586
11,龙泉驿,洛带,2017,01,586
0,龙泉驿,洛带,2017,12,7177
1,龙泉驿,洛带,2017,11,10081
2,龙泉驿,洛带,2017,10,8494
3,龙泉驿,洛带,2017,09,6153
4,龙泉驿,洛带,2017,08,6788
5,龙泉驿,洛带,2017,07,6152
6,龙泉驿,洛带,2017,06,9582
7,龙泉驿,洛带,2017,05,7007
8,龙泉驿,洛带,2017,04,6376
9,龙泉驿,洛带,2017,03,4749
10,龙泉驿,洛带,2017,02,586
11,龙泉驿,洛带,2017,01,586
0,龙泉驿,十陵,2017,12,10146
1,龙泉驿,十陵,2017,11,11508
2,龙泉驿,十陵,2017,10,8695
3,龙泉驿,十陵,2017,09,7683
4,龙泉驿,十陵,2017,08,6227
5,龙泉驿,十陵,2017,07,6526
6,龙泉驿,十陵,2017,06,5966
7,龙泉驿,十陵,2017,05,5317
8,龙泉驿,十陵,2017,04,5975
9,龙泉驿,十陵,2017,03,7481
10,龙泉驿,十陵,2017,02,7738
11,龙泉驿,十陵,2017,01,7738
0,龙泉驿,十陵,2017,12,10146
1,龙泉驿,十陵,2017,11,11508
2,龙泉驿,十陵,2017,10,8695
3,龙泉驿,十陵,2017,09,7683
4,龙泉驿,十陵,2017,08,6227
5,龙泉驿,十陵,2017,07,6526
6,龙泉驿,十陵,2017,06,5966
7,龙泉驿,十陵,2017,05,5317
8,龙泉驿,十陵,2017,04,5975
9,龙泉驿,十陵,2017,03,7481
10,龙泉驿,十陵,2017,02,7738
11,龙泉驿,十陵,2017,01,7738
0,龙泉驿,桃花故里,2017,12,9332
1,龙泉驿,桃花故里,2017,11,8648
2,龙泉驿,桃花故里,2017,10,5422
3,龙泉驿,桃花故里,2017,09,6527
4,龙泉驿,桃花故里,2017,08,5720
5,龙泉驿,桃花故里,2017,07,6941
6,龙泉驿,桃花故里,2017,06,6158
7,龙泉驿,桃花故里,2017,05,5596
8,龙泉驿,桃花故里,2017,04,5530
9,龙泉驿,桃花故里,2017,03,5267
10,龙泉驿,桃花故里,2017,02,4644
11,龙泉驿,桃花故里,2017,01,4538
0,龙泉驿,桃花故里,2017,12,9332
1,龙泉驿,桃花故里,2017,11,8648
2,龙泉驿,桃花故里,2017,10,5422
3,龙泉驿,桃花故里,2017,09,6527
4,龙泉驿,桃花故里,2017,08,5720
5,龙泉驿,桃花故里,2017,07,6941
6,龙泉驿,桃花故里,2017,06,6158
7,龙泉驿,桃花故里,2017,05,5596
8,龙泉驿,桃花故里,2017,04,5530
9,龙泉驿,桃花故里,2017,03,5267
10,龙泉驿,桃花故里,2017,02,4644
11,龙泉驿,桃花故里,2017,01,4538
0,龙泉驿,西河,2017,12,9486
1,龙泉驿,西河,2017,11,9202
2,龙泉驿,西河,2017,10,8638
3,龙泉驿,西河,2017,09,7486
4,龙泉驿,西河,2017,08,7353
5,龙泉驿,西河,2017,07,7256
6,龙泉驿,西河,2017,06,5977
7,龙泉驿,西河,2017,05,5906
8,龙泉驿,西河,2017,04,6072
9,龙泉驿,西河,2017,03,6172
10,龙泉驿,西河,2017,02,5101
11,龙泉驿,西河,2017,01,4673
0,龙泉驿,西河,2017,12,9486
1,龙泉驿,西河,2017,11,9202
2,龙泉驿,西河,2017,10,8638
3,龙泉驿,西河,2017,09,7486
4,龙泉驿,西河,2017,08,7353
5,龙泉驿,西河,2017,07,7256
6,龙泉驿,西河,2017,06,5977
7,龙泉驿,西河,2017,05,5906
8,龙泉驿,西河,2017,04,6072
9,龙泉驿,西河,2017,03,6172
10,龙泉驿,西河,2017,02,5101
11,龙泉驿,西河,2017,01,4673
0,龙泉驿,阳光城,2017,12,7180
1,龙泉驿,阳光城,2017,11,6542
2,龙泉驿,阳光城,2017,10,5915
3,龙泉驿,阳光城,2017,09,5701
4,龙泉驿,阳光城,2017,08,5388
5,龙泉驿,阳光城,2017,07,5365
6,龙泉驿,阳光城,2017,06,5154
7,龙泉驿,阳光城,2017,05,5179
8,龙泉驿,阳光城,2017,04,5072
9,龙泉驿,阳光城,2017,03,4974
10,龙泉驿,阳光城,2017,02,4913
11,龙泉驿,阳光城,2017,01,4971
0,龙泉驿,阳光城,2017,12,7180
1,龙泉驿,阳光城,2017,11,6542
2,龙泉驿,阳光城,2017,10,5915
3,龙泉驿,阳光城,2017,09,5701
4,龙泉驿,阳光城,2017,08,5388
5,龙泉驿,阳光城,2017,07,5365
6,龙泉驿,阳光城,2017,06,5154
7,龙泉驿,阳光城,2017,05,5179
8,龙泉驿,阳光城,2017,04,5072
9,龙泉驿,阳光城,2017,03,4974
10,龙泉驿,阳光城,2017,02,4913
11,龙泉驿,阳光城,2017,01,4971
0,龙泉驿,阳光城,2017,12,7180
1,龙泉驿,阳光城,2017,11,6542
2,龙泉驿,阳光城,2017,10,5915
3,龙泉驿,阳光城,2017,09,5701
4,龙泉驿,阳光城,2017,08,5388
5,龙泉驿,阳光城,2017,07,5365
6,龙泉驿,阳光城,2017,06,5154
7,龙泉驿,阳光城,2017,05,5179
8,龙泉驿,阳光城,2017,04,5072
9,龙泉驿,阳光城,2017,03,4974
10,龙泉驿,阳光城,2017,02,4913
11,龙泉驿,阳光城,2017,01,4971
0,龙泉驿,阳光城,2017,12,7180
1,龙泉驿,阳光城,2017,11,6542
2,龙泉驿,阳光城,2017,10,5915
3,龙泉驿,阳光城,2017,09,5701
4,龙泉驿,阳光城,2017,08,5388
5,龙泉驿,阳光城,2017,07,5365
6,龙泉驿,阳光城,2017,06,5154
7,龙泉驿,阳光城,2017,05,5179
8,龙泉驿,阳光城,2017,04,5072
9,龙泉驿,阳光城,2017,03,4974
10,龙泉驿,阳光城,2017,02,4913
11,龙泉驿,阳光城,2017,01,4971
0,龙泉驿,阳光城,2017,12,7180
1,龙泉驿,阳光城,2017,11,6542
2,龙泉驿,阳光城,2017,10,5915
3,龙泉驿,阳光城,2017,09,5701
4,龙泉驿,阳光城,2017,08,5388
5,龙泉驿,阳光城,2017,07,5365
6,龙泉驿,阳光城,2017,06,5154
7,龙泉驿,阳光城,2017,05,5179
8,龙泉驿,阳光城,2017,04,5072
9,龙泉驿,阳光城,2017,03,4974
10,龙泉驿,阳光城,2017,02,4913
11,龙泉驿,阳光城,2017,01,4971
0,龙泉驿,阳光城,2017,12,7180
1,龙泉驿,阳光城,2017,11,6542
2,龙泉驿,阳光城,2017,10,5915
3,龙泉驿,阳光城,2017,09,5701
4,龙泉驿,阳光城,2017,08,5388
5,龙泉驿,阳光城,2017,07,5365
6,龙泉驿,阳光城,2017,06,5154
7,龙泉驿,阳光城,2017,05,5179
8,龙泉驿,阳光城,2017,04,5072
9,龙泉驿,阳光城,2017,03,4974
10,龙泉驿,阳光城,2017,02,4913
11,龙泉驿,阳光城,2017,01,4971
0,龙泉驿,阳光城,2017,12,7180
1,龙泉驿,阳光城,2017,11,6542
2,龙泉驿,阳光城,2017,10,5915
3,龙泉驿,阳光城,2017,09,5701
4,龙泉驿,阳光城,2017,08,5388
5,龙泉驿,阳光城,2017,07,5365
6,龙泉驿,阳光城,2017,06,5154
7,龙泉驿,阳光城,2017,05,5179
8,龙泉驿,阳光城,2017,04,5072
9,龙泉驿,阳光城,2017,03,4974
10,龙泉驿,阳光城,2017,02,4913
11,龙泉驿,阳光城,2017,01,4971
0,龙泉驿,阳光城,2017,12,7180
1,龙泉驿,阳光城,2017,11,6542
2,龙泉驿,阳光城,2017,10,5915
3,龙泉驿,阳光城,2017,09,5701
4,龙泉驿,阳光城,2017,08,5388
5,龙泉驿,阳光城,2017,07,5365
6,龙泉驿,阳光城,2017,06,5154
7,龙泉驿,阳光城,2017,05,5179
8,龙泉驿,阳光城,2017,04,5072
9,龙泉驿,阳光城,2017,03,4974
10,龙泉驿,阳光城,2017,02,4913
11,龙泉驿,阳光城,2017,01,4971
0,龙泉驿,阳光城,2017,12,7180
1,龙泉驿,阳光城,2017,11,6542
2,龙泉驿,阳光城,2017,10,5915
3,龙泉驿,阳光城,2017,09,5701
4,龙泉驿,阳光城,2017,08,5388
5,龙泉驿,阳光城,2017,07,5365
6,龙泉驿,阳光城,2017,06,5154
7,龙泉驿,阳光城,2017,05,5179
8,龙泉驿,阳光城,2017,04,5072
9,龙泉驿,阳光城,2017,03,4974
10,龙泉驿,阳光城,2017,02,4913
11,龙泉驿,阳光城,2017,01,4971
0,龙泉驿,阳光城,2017,12,7180
1,龙泉驿,阳光城,2017,11,6542
2,龙泉驿,阳光城,2017,10,5915
3,龙泉驿,阳光城,2017,09,5701
4,龙泉驿,阳光城,2017,08,5388
5,龙泉驿,阳光城,2017,07,5365
6,龙泉驿,阳光城,2017,06,5154
7,龙泉驿,阳光城,2017,05,5179
8,龙泉驿,阳光城,2017,04,5072
9,龙泉驿,阳光城,2017,03,4974
10,龙泉驿,阳光城,2017,02,4913
11,龙泉驿,阳光城,2017,01,4971
0,龙泉驿,阳光城,2017,12,7180
1,龙泉驿,阳光城,2017,11,6542
2,龙泉驿,阳光城,2017,10,5915
3,龙泉驿,阳光城,2017,09,5701
4,龙泉驿,阳光城,2017,08,5388
5,龙泉驿,阳光城,2017,07,5365
6,龙泉驿,阳光城,2017,06,5154
7,龙泉驿,阳光城,2017,05,5179
8,龙泉驿,阳光城,2017,04,5072
9,龙泉驿,阳光城,2017,03,4974
10,龙泉驿,阳光城,2017,02,4913
11,龙泉驿,阳光城,2017,01,4971
0,龙泉驿,阳光城,2017,12,7180
1,龙泉驿,阳光城,2017,11,6542
2,龙泉驿,阳光城,2017,10,5915
3,龙泉驿,阳光城,2017,09,5701
4,龙泉驿,阳光城,2017,08,5388
5,龙泉驿,阳光城,2017,07,5365
6,龙泉驿,阳光城,2017,06,5154
7,龙泉驿,阳光城,2017,05,5179
8,龙泉驿,阳光城,2017,04,5072
9,龙泉驿,阳光城,2017,03,4974
10,龙泉驿,阳光城,2017,02,4913
11,龙泉驿,阳光城,2017,01,4971
0,龙泉驿,阳光城,2017,12,7180
1,龙泉驿,阳光城,2017,11,6542
2,龙泉驿,阳光城,2017,10,5915
3,龙泉驿,阳光城,2017,09,5701
4,龙泉驿,阳光城,2017,08,5388
5,龙泉驿,阳光城,2017,07,5365
6,龙泉驿,阳光城,2017,06,5154
7,龙泉驿,阳光城,2017,05,5179
8,龙泉驿,阳光城,2017,04,5072
9,龙泉驿,阳光城,2017,03,4974
10,龙泉驿,阳光城,2017,02,4913
11,龙泉驿,阳光城,2017,01,4971
0,龙泉驿,阳光城,2017,12,7180
1,龙泉驿,阳光城,2017,11,6542
2,龙泉驿,阳光城,2017,10,5915
3,龙泉驿,阳光城,2017,09,5701
4,龙泉驿,阳光城,2017,08,5388
5,龙泉驿,阳光城,2017,07,5365
6,龙泉驿,阳光城,2017,06,5154
7,龙泉驿,阳光城,2017,05,5179
8,龙泉驿,阳光城,2017,04,5072
9,龙泉驿,阳光城,2017,03,4974
10,龙泉驿,阳光城,2017,02,4913
11,龙泉驿,阳光城,2017,01,4971
0,龙泉驿,阳光城,2017,12,7180
1,龙泉驿,阳光城,2017,11,6542
2,龙泉驿,阳光城,2017,10,5915
3,龙泉驿,阳光城,2017,09,5701
4,龙泉驿,阳光城,2017,08,5388
5,龙泉驿,阳光城,2017,07,5365
6,龙泉驿,阳光城,2017,06,5154
7,龙泉驿,阳光城,2017,05,5179
8,龙泉驿,阳光城,2017,04,5072
9,龙泉驿,阳光城,2017,03,4974
10,龙泉驿,阳光城,2017,02,4913
11,龙泉驿,阳光城,2017,01,4971
0,龙泉驿,阳光城,2017,12,7180
1,龙泉驿,阳光城,2017,11,6542
2,龙泉驿,阳光城,2017,10,5915
3,龙泉驿,阳光城,2017,09,5701
4,龙泉驿,阳光城,2017,08,5388
5,龙泉驿,阳光城,2017,07,5365
6,龙泉驿,阳光城,2017,06,5154
7,龙泉驿,阳光城,2017,05,5179
8,龙泉驿,阳光城,2017,04,5072
9,龙泉驿,阳光城,2017,03,4974
10,龙泉驿,阳光城,2017,02,4913
11,龙泉驿,阳光城,2017,01,4971
0,双流,全部,2017,12,9128
1,双流,全部,2017,11,8637
2,双流,全部,2017,10,8156
3,双流,全部,2017,09,7693
4,双流,全部,2017,08,7415
5,双流,全部,2017,07,8110
6,双流,全部,2017,06,8500
7,双流,全部,2017,05,8166
8,双流,全部,2017,04,8015
9,双流,全部,2017,03,7550
10,双流,全部,2017,02,7043
11,双流,全部,2017,01,7050
0,双流,东升,2017,12,8191
1,双流,东升,2017,11,7792
2,双流,东升,2017,10,7157
3,双流,东升,2017,09,6599
4,双流,东升,2017,08,6177
5,双流,东升,2017,07,6236
6,双流,东升,2017,06,6053
7,双流,东升,2017,05,5858
8,双流,东升,2017,04,5644
9,双流,东升,2017,03,5421
10,双流,东升,2017,02,5377
11,双流,东升,2017,01,5447
0,双流,东升,2017,12,8191
1,双流,东升,2017,11,7792
2,双流,东升,2017,10,7157
3,双流,东升,2017,09,6599
4,双流,东升,2017,08,6177
5,双流,东升,2017,07,6236
6,双流,东升,2017,06,6053
7,双流,东升,2017,05,5858
8,双流,东升,2017,04,5644
9,双流,东升,2017,03,5421
10,双流,东升,2017,02,5377
11,双流,东升,2017,01,5447
0,双流,东山,2017,12,6410
1,双流,东山,2017,11,8476
2,双流,东山,2017,10,13918
3,双流,东山,2017,09,11762
4,双流,东山,2017,08,10684
5,双流,东山,2017,07,16611
6,双流,东山,2017,06,16797
7,双流,东山,2017,05,15725
8,双流,东山,2017,04,14044
9,双流,东山,2017,03,14044
0,双流,东山,2017,12,6410
1,双流,东山,2017,11,8476
2,双流,东山,2017,10,13918
3,双流,东山,2017,09,11762
4,双流,东山,2017,08,10684
5,双流,东山,2017,07,16611
6,双流,东山,2017,06,16797
7,双流,东山,2017,05,15725
8,双流,东山,2017,04,14044
9,双流,东山,2017,03,14044
0,双流,航空港,2017,12,12271
1,双流,航空港,2017,11,11787
2,双流,航空港,2017,10,10872
3,双流,航空港,2017,09,10169
4,双流,航空港,2017,08,9523
5,双流,航空港,2017,07,8655
6,双流,航空港,2017,06,9155
7,双流,航空港,2017,05,8727
8,双流,航空港,2017,04,8280
9,双流,航空港,2017,03,7679
10,双流,航空港,2017,02,7059
11,双流,航空港,2017,01,7121
0,双流,蛟龙港,2017,12,6447
1,双流,蛟龙港,2017,11,6381
2,双流,蛟龙港,2017,10,6186
3,双流,蛟龙港,2017,09,5842
4,双流,蛟龙港,2017,08,5645
5,双流,蛟龙港,2017,07,5667
6,双流,蛟龙港,2017,06,4488
7,双流,蛟龙港,2017,05,4353
8,双流,蛟龙港,2017,04,4263
9,双流,蛟龙港,2017,03,4218
10,双流,蛟龙港,2017,02,4075
11,双流,蛟龙港,2017,01,4424
0,双流,蛟龙港,2017,12,6447
1,双流,蛟龙港,2017,11,6381
2,双流,蛟龙港,2017,10,6186
3,双流,蛟龙港,2017,09,5842
4,双流,蛟龙港,2017,08,5645
5,双流,蛟龙港,2017,07,5667
6,双流,蛟龙港,2017,06,4488
7,双流,蛟龙港,2017,05,4353
8,双流,蛟龙港,2017,04,4263
9,双流,蛟龙港,2017,03,4218
10,双流,蛟龙港,2017,02,4075
11,双流,蛟龙港,2017,01,4424
0,双流,牧马山,2017,12,11310
1,双流,牧马山,2017,11,10990
2,双流,牧马山,2017,10,10853
3,双流,牧马山,2017,09,10406
4,双流,牧马山,2017,08,9992
5,双流,牧马山,2017,07,8914
6,双流,牧马山,2017,06,9173
7,双流,牧马山,2017,05,8262
8,双流,牧马山,2017,04,7943
9,双流,牧马山,2017,03,7419
10,双流,牧马山,2017,02,7327
11,双流,牧马山,2017,01,7322
0,双流,牧马山,2017,12,11310
1,双流,牧马山,2017,11,10990
2,双流,牧马山,2017,10,10853
3,双流,牧马山,2017,09,10406
4,双流,牧马山,2017,08,9992
5,双流,牧马山,2017,07,8914
6,双流,牧马山,2017,06,9173
7,双流,牧马山,2017,05,8262
8,双流,牧马山,2017,04,7943
9,双流,牧马山,2017,03,7419
10,双流,牧马山,2017,02,7327
11,双流,牧马山,2017,01,7322
0,双流,牧马山,2017,12,11310
1,双流,牧马山,2017,11,10990
2,双流,牧马山,2017,10,10853
3,双流,牧马山,2017,09,10406
4,双流,牧马山,2017,08,9992
5,双流,牧马山,2017,07,8914
6,双流,牧马山,2017,06,9173
7,双流,牧马山,2017,05,8262
8,双流,牧马山,2017,04,7943
9,双流,牧马山,2017,03,7419
10,双流,牧马山,2017,02,7327
11,双流,牧马山,2017,01,7322
0,双流,牧马山,2017,12,11310
1,双流,牧马山,2017,11,10990
2,双流,牧马山,2017,10,10853
3,双流,牧马山,2017,09,10406
4,双流,牧马山,2017,08,9992
5,双流,牧马山,2017,07,8914
6,双流,牧马山,2017,06,9173
7,双流,牧马山,2017,05,8262
8,双流,牧马山,2017,04,7943
9,双流,牧马山,2017,03,7419
10,双流,牧马山,2017,02,7327
11,双流,牧马山,2017,01,7322
0,双流,牧马山,2017,12,11310
1,双流,牧马山,2017,11,10990
2,双流,牧马山,2017,10,10853
3,双流,牧马山,2017,09,10406
4,双流,牧马山,2017,08,9992
5,双流,牧马山,2017,07,8914
6,双流,牧马山,2017,06,9173
7,双流,牧马山,2017,05,8262
8,双流,牧马山,2017,04,7943
9,双流,牧马山,2017,03,7419
10,双流,牧马山,2017,02,7327
11,双流,牧马山,2017,01,7322
0,双流,牧马山,2017,12,11310
1,双流,牧马山,2017,11,10990
2,双流,牧马山,2017,10,10853
3,双流,牧马山,2017,09,10406
4,双流,牧马山,2017,08,9992
5,双流,牧马山,2017,07,8914
6,双流,牧马山,2017,06,9173
7,双流,牧马山,2017,05,8262
8,双流,牧马山,2017,04,7943
9,双流,牧马山,2017,03,7419
10,双流,牧马山,2017,02,7327
11,双流,牧马山,2017,01,7322
0,双流,牧马山,2017,12,11310
1,双流,牧马山,2017,11,10990
2,双流,牧马山,2017,10,10853
3,双流,牧马山,2017,09,10406
4,双流,牧马山,2017,08,9992
5,双流,牧马山,2017,07,8914
6,双流,牧马山,2017,06,9173
7,双流,牧马山,2017,05,8262
8,双流,牧马山,2017,04,7943
9,双流,牧马山,2017,03,7419
10,双流,牧马山,2017,02,7327
11,双流,牧马山,2017,01,7322
0,双流,牧马山,2017,12,11310
1,双流,牧马山,2017,11,10990
2,双流,牧马山,2017,10,10853
3,双流,牧马山,2017,09,10406
4,双流,牧马山,2017,08,9992
5,双流,牧马山,2017,07,8914
6,双流,牧马山,2017,06,9173
7,双流,牧马山,2017,05,8262
8,双流,牧马山,2017,04,7943
9,双流,牧马山,2017,03,7419
10,双流,牧马山,2017,02,7327
11,双流,牧马山,2017,01,7322
0,双流,牧马山,2017,12,11310
1,双流,牧马山,2017,11,10990
2,双流,牧马山,2017,10,10853
3,双流,牧马山,2017,09,10406
4,双流,牧马山,2017,08,9992
5,双流,牧马山,2017,07,8914
6,双流,牧马山,2017,06,9173
7,双流,牧马山,2017,05,8262
8,双流,牧马山,2017,04,7943
9,双流,牧马山,2017,03,7419
10,双流,牧马山,2017,02,7327
11,双流,牧马山,2017,01,7322
0,双流,牧马山,2017,12,11310
1,双流,牧马山,2017,11,10990
2,双流,牧马山,2017,10,10853
3,双流,牧马山,2017,09,10406
4,双流,牧马山,2017,08,9992
5,双流,牧马山,2017,07,8914
6,双流,牧马山,2017,06,9173
7,双流,牧马山,2017,05,8262
8,双流,牧马山,2017,04,7943
9,双流,牧马山,2017,03,7419
10,双流,牧马山,2017,02,7327
11,双流,牧马山,2017,01,7322
0,双流,牧马山,2017,12,11310
1,双流,牧马山,2017,11,10990
2,双流,牧马山,2017,10,10853
3,双流,牧马山,2017,09,10406
4,双流,牧马山,2017,08,9992
5,双流,牧马山,2017,07,8914
6,双流,牧马山,2017,06,9173
7,双流,牧马山,2017,05,8262
8,双流,牧马山,2017,04,7943
9,双流,牧马山,2017,03,7419
10,双流,牧马山,2017,02,7327
11,双流,牧马山,2017,01,7322
0,双流,牧马山,2017,12,11310
1,双流,牧马山,2017,11,10990
2,双流,牧马山,2017,10,10853
3,双流,牧马山,2017,09,10406
4,双流,牧马山,2017,08,9992
5,双流,牧马山,2017,07,8914
6,双流,牧马山,2017,06,9173
7,双流,牧马山,2017,05,8262
8,双流,牧马山,2017,04,7943
9,双流,牧马山,2017,03,7419
10,双流,牧马山,2017,02,7327
11,双流,牧马山,2017,01,7322
0,双流,牧马山,2017,12,11310
1,双流,牧马山,2017,11,10990
2,双流,牧马山,2017,10,10853
3,双流,牧马山,2017,09,10406
4,双流,牧马山,2017,08,9992
5,双流,牧马山,2017,07,8914
6,双流,牧马山,2017,06,9173
7,双流,牧马山,2017,05,8262
8,双流,牧马山,2017,04,7943
9,双流,牧马山,2017,03,7419
10,双流,牧马山,2017,02,7327
11,双流,牧马山,2017,01,7322
0,双流,牧马山,2017,12,11310
1,双流,牧马山,2017,11,10990
2,双流,牧马山,2017,10,10853
3,双流,牧马山,2017,09,10406
4,双流,牧马山,2017,08,9992
5,双流,牧马山,2017,07,8914
6,双流,牧马山,2017,06,9173
7,双流,牧马山,2017,05,8262
8,双流,牧马山,2017,04,7943
9,双流,牧马山,2017,03,7419
10,双流,牧马山,2017,02,7327
11,双流,牧马山,2017,01,7322
0,双流,牧马山,2017,12,11310
1,双流,牧马山,2017,11,10990
2,双流,牧马山,2017,10,10853
3,双流,牧马山,2017,09,10406
4,双流,牧马山,2017,08,9992
5,双流,牧马山,2017,07,8914
6,双流,牧马山,2017,06,9173
7,双流,牧马山,2017,05,8262
8,双流,牧马山,2017,04,7943
9,双流,牧马山,2017,03,7419
10,双流,牧马山,2017,02,7327
11,双流,牧马山,2017,01,7322
0,双流,牧马山,2017,12,11310
1,双流,牧马山,2017,11,10990
2,双流,牧马山,2017,10,10853
3,双流,牧马山,2017,09,10406
4,双流,牧马山,2017,08,9992
5,双流,牧马山,2017,07,8914
6,双流,牧马山,2017,06,9173
7,双流,牧马山,2017,05,8262
8,双流,牧马山,2017,04,7943
9,双流,牧马山,2017,03,7419
10,双流,牧马山,2017,02,7327
11,双流,牧马山,2017,01,7322
0,双流,牧马山,2017,12,11310
1,双流,牧马山,2017,11,10990
2,双流,牧马山,2017,10,10853
3,双流,牧马山,2017,09,10406
4,双流,牧马山,2017,08,9992
5,双流,牧马山,2017,07,8914
6,双流,牧马山,2017,06,9173
7,双流,牧马山,2017,05,8262
8,双流,牧马山,2017,04,7943
9,双流,牧马山,2017,03,7419
10,双流,牧马山,2017,02,7327
11,双流,牧马山,2017,01,7322
0,双流,牧马山,2017,12,11310
1,双流,牧马山,2017,11,10990
2,双流,牧马山,2017,10,10853
3,双流,牧马山,2017,09,10406
4,双流,牧马山,2017,08,9992
5,双流,牧马山,2017,07,8914
6,双流,牧马山,2017,06,9173
7,双流,牧马山,2017,05,8262
8,双流,牧马山,2017,04,7943
9,双流,牧马山,2017,03,7419
10,双流,牧马山,2017,02,7327
11,双流,牧马山,2017,01,7322
0,双流,牧马山,2017,12,11310
1,双流,牧马山,2017,11,10990
2,双流,牧马山,2017,10,10853
3,双流,牧马山,2017,09,10406
4,双流,牧马山,2017,08,9992
5,双流,牧马山,2017,07,8914
6,双流,牧马山,2017,06,9173
7,双流,牧马山,2017,05,8262
8,双流,牧马山,2017,04,7943
9,双流,牧马山,2017,03,7419
10,双流,牧马山,2017,02,7327
11,双流,牧马山,2017,01,7322
0,双流,牧马山,2017,12,11310
1,双流,牧马山,2017,11,10990
2,双流,牧马山,2017,10,10853
3,双流,牧马山,2017,09,10406
4,双流,牧马山,2017,08,9992
5,双流,牧马山,2017,07,8914
6,双流,牧马山,2017,06,9173
7,双流,牧马山,2017,05,8262
8,双流,牧马山,2017,04,7943
9,双流,牧马山,2017,03,7419
10,双流,牧马山,2017,02,7327
11,双流,牧马山,2017,01,7322
0,双流,牧马山,2017,12,11310
1,双流,牧马山,2017,11,10990
2,双流,牧马山,2017,10,10853
3,双流,牧马山,2017,09,10406
4,双流,牧马山,2017,08,9992
